Date,Wallet,Token,Amount,Basis,Value,Fee,Profit,Type
24-02-2022,Coinbase Pro,BTC,0.0872366,37372.33117,3260.235106,0.038493461,0,send
24-02-2022,Coinbase Pro,BTC,0.01002195,37372.29268,374.5432486,0,0,transfer-out
24-02-2022,Coinbase,BTC,0.01002195,37372.29268,374.5432486,0,0,transfer-in
24-02-2022,Coinbase Pro,ETH,1.003633,2594.700959,2604.127508,0,0,transfer-out
24-02-2022,Ledger,ETH,1,2594.700959,2604.127508,0,0,transfer-in
24-02-2022,Coinbase Pro,ETH,0.503633,2594.700959,1306.777028,0,0,transfer-out
24-02-2022,Metamask,ETH,0.5,2594.700959,1306.777028,0,0,transfer-in
25-02-2022,Coinbase Pro,AVAX,17.5006,77.57949511,1357.687712,0.965338375,0,send
3/3/2022,Coinbase Pro,USD,159.9,31.98,159.9,0,0,buy-out
3/3/2022,Coinbase Pro,ATOM,5,31.98,159.9,0.95,0,buy-in
3/3/2022,Coinbase Pro,ATOM,5,32.35629177,161.7814589,0.080689007,0,send
7/3/2022,Coinbase Pro,USD,281.12,28.112,281.12,0,0,buy-out
7/3/2022,Coinbase Pro,ATOM,10,28.112,281.12,1.12,0,buy-in
14-03-2022,Coinbase Pro,USD,500,1,500,0,0,buy-out
14-03-2022,Coinbase Pro,USDC,500,1,500,0,0,buy-in
14-03-2022,Coinbase Pro,USDC,501.00091,1.001094131,501.5490708,0,0,transfer-out
14-03-2022,Metamask,USDC,496.485537,1.001094131,501.5490708,0,0,transfer-in
14-03-2022,Metamask,ETH,0,2522.152266,0,3.659420474,0,send
14-03-2022,Metamask,USDC,496.485537,1.006448113,499.6869318,0.005353982,0,send
