"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
05/04/2021 08:36:38,Transfer,4c5d9a1732ece1825ecce384f3bb60485094cd9546e96303658195dfa4fcb255,0.30090300,ETH,...,...,Coinbase - ETH Wallet,,,Transferred Ethereum From Coinbase Pro,0.30090300,ETH,...,...,Coinbase Pro - ETH,0xe41358c021479352336d2005ec0745790ae23633,,,0.00090300,ETH,...,
05/04/2021 08:36:40,Send,,,,...,...,,,,,0.30090300,ETH,...,...,Coinbase - ETH Wallet,0xE41358C021479352336D2005eC0745790aE23633,,Sent Ethereum To Ethereum address,0.00090300,ETH,...,
05/04/2021 08:38:04,Transfer,70e0b8b7dc60f331e5ea654f1f74d705ccc7cda5cba724dc3b6d3978360c1159,1002.98368800,USDC,...,...,Coinbase - USDC Wallet,,,Transferred USD Coin From Coinbase Pro,1002.98368800,USDC,...,...,Coinbase Pro - USDC,0xe41358c021479352336d2005ec0745790ae23633,,,2.98368800,USDC,...,
05/04/2021 08:38:05,Send,,,,...,...,,,,,1002.98368800,USDC,...,...,Coinbase - USDC Wallet,0xE41358C021479352336D2005eC0745790aE23633,,Sent USD Coin To USD Coin address,2.98368800,USDC,...,
05/04/2021 13:50:12,Trade,,0.00200000,BTC,...,...,Coinbase Pro - BTC,,,,111.55500000,USDC,...,...,Coinbase Pro - USDC,,,,0.55500000,USDC,...,
05/10/2021 18:45:54,Sell,,165.20,USD,...,...,Coinbase Pro - USD,,,,0.04000000,ETH,...,...,Coinbase Pro - ETH,,,,0.83,USD,...,
05/11/2021 00:05:45,Trade,,0.00035118,BTC,...,...,Coinbase - BTC Wallet,,,Converted from Stellar Lumens Using XLM Wallet,30.56276750,XLM,...,...,Coinbase - XLM Wallet,,,Converted from Stellar Lumens Using XLM Wallet,,,...,
05/11/2021 00:06:06,Trade,,0.00035168,BTC,...,...,Coinbase - BTC Wallet,,,Converted from Basic Attention Token Using BAT Wallet,15.26419847,BAT,...,...,Coinbase - BAT Wallet,,,Converted from Basic Attention Token Using BAT Wallet,,,...,
05/11/2021 23:52:47,Sell,,166.80,USD,...,...,Coinbase Pro - USD,,,,0.04000000,ETH,...,...,Coinbase Pro - ETH,,,,0.83,USD,...,
05/12/2021 00:56:40,Sell,,168.00,USD,...,...,Coinbase Pro - USD,,,,0.04000000,ETH,...,...,Coinbase Pro - ETH,,,,0.84,USD,...,
05/12/2021 14:20:29,Trade,,0.00084193,BTC,...,...,Coinbase - BTC Wallet,,,Converted from USD Coin Using USDC Wallet,50.00000000,USDC,...,...,Coinbase - USDC Wallet,,,Converted from USD Coin Using USDC Wallet,0.00003500,BTC,...,
05/13/2021 20:15:52,Sell,,370.00,USD,...,...,Coinbase Pro - USD,,,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,1.85,USD,...,
05/17/2021 03:24:07,Buy,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,165.82,USD,...,...,Coinbase Pro - USD,,,,0.82,USD,...,
05/17/2021 17:12:34,Buy,,50.00000000,ADA,...,...,Coinbase Pro - ADA,,,,100.50,USD,...,...,Coinbase Pro - USD,,,,0.50,USD,...,
05/17/2021 17:45:13,Sell,,320.50,USD,...,...,Coinbase Pro - USD,,,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,1.60,USD,...,
05/17/2021 18:33:02,Sell,,330.00,USD,...,...,Coinbase Pro - USD,,,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,1.65,USD,...,
05/17/2021 19:20:54,Sell,,340.00,USD,...,...,Coinbase Pro - USD,,,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,1.70,USD,...,
05/18/2021 04:43:19,Sell,,350.00,USD,...,...,Coinbase Pro - USD,,,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,1.75,USD,...,
05/19/2021 05:53:06,Sell,,476.89,USD,...,...,Coinbase Pro - USD,,,,476.89000000,USDC,...,...,Coinbase Pro - USDC,,,,,,...,
05/19/2021 05:55:45,Transfer,,2410.02,USD,...,...,Coinbase - USD Wallet,,,Transferred funds From Coinbase Pro,2410.02,USD,...,...,Coinbase Pro - USD,,,,,,...,
05/19/2021 05:55:47,Send,,,,...,...,,,,,2410.02,USD,...,...,Coinbase - USD Wallet,,,Withdrew funds To US Bank - Savings ********5401,,,...,
05/20/2021 00:57:42,Transfer,21352f6fa76a10880c992bec599356755661ee2a073a3ce4d44c62ab966565d7,0.04980900,ETH,...,...,Coinbase - ETH Wallet,,,Transferred Ethereum From Coinbase Pro,0.04980900,ETH,...,...,Coinbase Pro - ETH,0x1Fc9F96748aC6f36bEA9184549656550f6734E45,,,0.00480900,ETH,...,
05/20/2021 00:57:43,Send,,,,...,...,,,,,0.04980900,ETH,...,...,Coinbase - ETH Wallet,0x1Fc9F96748aC6f36bEA9184549656550f6734E45,,Sent Ethereum To Ethereum address,0.00480900,ETH,...,
06/02/2021 17:21:20,Receive,,0.00169400,USDC,...,...,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,...,...,,,,,,,...,
06/04/2021 08:20:05,Buy,,265.47679644,DOGE,...,...,Coinbase - DOGE Wallet,,,Bought Dogecoin Using Wells Fargo - CHECKING ******1534,100.00,USD,...,...,Coinbase - USD Wallet,,,Bought Dogecoin Using Wells Fargo - CHECKING ******1534,,,...,
06/12/2021 15:20:39,Receive,,0.01003614,COMP,...,...,Coinbase - COMP Wallet,,Payment,Received Compound From Coinbase Earn,,,...,...,,,,,,,...,
06/12/2021 15:21:08,Receive,,0.01001670,COMP,...,...,Coinbase - COMP Wallet,,Payment,Received Compound From Coinbase Earn,,,...,...,,,,,,,...,
06/12/2021 15:21:28,Receive,,0.01001035,COMP,...,...,Coinbase - COMP Wallet,,Payment,Received Compound From Coinbase Earn,,,...,...,,,,,,,...,
07/12/2021 17:41:57,Receive,,1000.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From Wells Fargo - CHECKING ******1534,,,...,...,,,,,,,...,
07/12/2021 17:41:59,Transfer,,1000.00,USD,...,...,Coinbase Pro - USD,,,,1000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
07/12/2021 18:56:24,Buy,,0.00600000,BTC,...,...,Coinbase Pro - BTC,,,,198.99,USD,...,...,Coinbase Pro - USD,,,,0.99,USD,...,
07/12/2021 19:34:49,Buy,,75.00000000,ADA,...,...,Coinbase Pro - ADA,,,,97.99,USD,...,...,Coinbase Pro - USD,,,,0.49,USD,...,
07/13/2021 05:15:40,Buy,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,201.00,USD,...,...,Coinbase Pro - USD,,,,1.00,USD,...,
07/28/2021 15:57:08,Buy,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,115.07,USD,...,...,Coinbase Pro - USD,,,,0.57,USD,...,
07/28/2021 17:35:50,Buy,,0.00300000,BTC,...,...,Coinbase Pro - BTC,,,,118.79,USD,...,...,Coinbase Pro - USD,,,,0.59,USD,...,
07/29/2021 01:22:38,Buy,,75.00000000,ADA,...,...,Coinbase Pro - ADA,,,,94.97,USD,...,...,Coinbase Pro - USD,,,,0.47,USD,...,
08/12/2021 16:23:11,Buy,,0.05744168,ETH,...,...,Coinbase Pro - ETH,,,,173.19,USD,...,...,Coinbase Pro - USD,,,,0.86,USD,...,
08/13/2021 05:20:22,Receive,,600.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From US Bank - Savings ********5401,,,...,...,,,,,,,...,
08/13/2021 05:20:24,Transfer,,600.00,USD,...,...,Coinbase Pro - USD,,,,600.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
08/17/2021 20:00:18,Buy,,0.01500000,ETH,...,...,Coinbase Pro - ETH,,,,46.73,USD,...,...,Coinbase Pro - USD,,,,0.23,USD,...,
08/17/2021 20:15:16,Buy,,0.00100000,BTC,...,...,Coinbase Pro - BTC,,,,45.23,USD,...,...,Coinbase Pro - USD,,,,0.23,USD,...,
08/18/2021 00:44:29,Buy,,30.00000000,ADA,...,...,Coinbase Pro - ADA,,,,57.28,USD,...,...,Coinbase Pro - USD,,,,0.28,USD,...,
08/26/2021 05:47:02,Buy,,50.00000000,ADA,...,...,Coinbase Pro - ADA,,,,130.65,USD,...,...,Coinbase Pro - USD,,,,0.65,USD,...,
09/09/2021 12:37:50,Buy,,0.00400000,BTC,...,...,Coinbase Pro - BTC,,,,184.12,USD,...,...,Coinbase Pro - USD,,,,0.92,USD,...,
09/09/2021 12:39:12,Buy,,0.02391616,ETH,...,...,Coinbase Pro - ETH,,,,81.72,USD,...,...,Coinbase Pro - USD,,,,0.41,USD,...,
09/23/2021 05:36:25,Receive,,2000.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From Wells Fargo - CHECKING ******1534,,,...,...,,,,,,,...,
09/23/2021 05:36:27,Transfer,,2000.00,USD,...,...,Coinbase Pro - USD,,,,2000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
09/24/2021 09:05:42,Buy,,0.07000000,ETH,...,...,Coinbase Pro - ETH,,,,211.05,USD,...,...,Coinbase Pro - USD,,,,1.05,USD,...,
09/24/2021 09:56:30,Buy,,0.00500000,BTC,...,...,Coinbase Pro - BTC,,,,213.56,USD,...,...,Coinbase Pro - USD,,,,1.06,USD,...,
10/01/2021 11:48:48,Receive,,10000.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From US Bank - Savings ********5401,,,...,...,,,,,,,...,
10/01/2021 11:48:50,Transfer,,10000.00,USD,...,...,Coinbase Pro - USD,,,,10000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
10/01/2021 12:24:40,Buy,,11374.38000000,USDC,...,...,Coinbase Pro - USDC,,,,11374.38,USD,...,...,Coinbase Pro - USD,,,,,,...,
10/01/2021 12:26:21,Transfer,e6ee051fd326357f80aed6b552bef729dc044bdd3caa7bc8114d2407a5d8a7a9,4003.34132800,USDC,...,...,Coinbase - USDC Wallet,,,Transferred USD Coin From Coinbase Pro,4003.34132800,USDC,...,...,Coinbase Pro - USDC,0xe41358c021479352336d2005ec0745790ae23633,,,3.34132800,USDC,...,
10/01/2021 12:26:23,Send,,,,...,...,,,,,4003.34132800,USDC,...,...,Coinbase - USDC Wallet,0xE41358C021479352336D2005eC0745790aE23633,,Sent USD Coin To USD Coin address,3.34132800,USDC,...,
10/02/2021 23:31:37,Trade,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,226.12500000,USDC,...,...,Coinbase Pro - USDC,,,,1.12500000,USDC,...,
10/03/2021 20:23:51,Receive,41f11b1dade305c16da358e0d6ec60879ff7a917b28005377726e979437b93bf,0.02900000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,
10/03/2021 20:23:56,Transfer,41f11b1dade305c16da358e0d6ec60879ff7a917b28005377726e979437b93bf,0.03114200,ETH,...,...,Coinbase - ETH Wallet,,,Transferred Ethereum From Coinbase Pro,0.03114200,ETH,...,...,Coinbase Pro - ETH,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.00214200,ETH,...,
10/03/2021 20:23:58,Send,,,,...,...,,,,,0.03114200,ETH,...,...,Coinbase - ETH Wallet,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,Sent Ethereum To Ethereum address,0.00214200,ETH,...,
10/03/2021 20:25:34,Send,143590e50b1c0a91b5ad20f2baf40842b5a3721027f1749c2fd7b643c8f29147,,,...,...,,,,,0.01500000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00174986,ETH,...,
10/03/2021 21:07:41,Receive,0x0c663c6076112202b5f44d227f4de3a59b6a7315bdfcd30cd98941dc0aebdf85,350000.00000000,LIL,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,Disabled
10/04/2021 14:01:03,Sell,,500.00,USD,...,...,Coinbase Pro - USD,,,,500.00000000,USDC,...,...,Coinbase Pro - USDC,,,,,,...,
10/04/2021 14:02:25,Buy,,3.00000000,DOT,...,...,Coinbase Pro - DOT,,,,94.97,USD,...,...,Coinbase Pro - USD,,,,0.47,USD,...,
10/04/2021 14:05:59,Buy,,3.00000000,LINK,...,...,Coinbase Pro - LINK,,,,81.41,USD,...,...,Coinbase Pro - USD,,,,0.41,USD,...,
10/06/2021 13:33:10,Buy,,0.09091855,ETH,...,...,Coinbase Pro - ETH,,,,323.63,USD,...,...,Coinbase Pro - USD,,,,1.61,USD,...,
10/09/2021 19:56:14,Trade,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,179.89500000,USDC,...,...,Coinbase Pro - USDC,,,,0.89500000,USDC,...,
10/11/2021 21:18:27,Sell,,1000.00,USD,...,...,Coinbase Pro - USD,,,,1000.00000000,USDC,...,...,Coinbase Pro - USDC,,,,,,...,
10/11/2021 21:26:05,Transfer,f57bcdcf13ca43d4d6c4f50304ecef6ea241058f59fd603c7985a0f43315cc24,0.10306600,ETH,...,...,Coinbase - ETH Wallet,,,Transferred Ethereum From Coinbase Pro,0.10306600,ETH,...,...,Coinbase Pro - ETH,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.00306600,ETH,...,
10/11/2021 21:26:07,Transfer,f57bcdcf13ca43d4d6c4f50304ecef6ea241058f59fd603c7985a0f43315cc24,0.10000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.10306600,ETH,...,...,Coinbase - ETH Wallet,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,Sent Ethereum To Ethereum address,0.00306600,ETH,...,
10/11/2021 23:04:46,Mint,0xceb1bbb092f08a7da0bebaee464968cd53553590b95e1f6b053dc66568d0322b,1.00000000,LILGUYS,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.04500000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.01149470,ETH,...,
10/12/2021 00:33:06,Buy,,3.00000000,DOT,...,...,Coinbase Pro - DOT,,,,100.49,USD,...,...,Coinbase Pro - USD,,,,0.50,USD,...,
10/12/2021 02:48:07,Buy,,4.00000000,LINK,...,...,Coinbase Pro - LINK,,,,98.49,USD,...,...,Coinbase Pro - USD,,,,0.49,USD,...,
10/13/2021 05:39:04,Buy,,50.00000000,ADA,...,...,Coinbase Pro - ADA,,,,105.53,USD,...,...,Coinbase Pro - USD,,,,0.53,USD,...,
10/15/2021 12:21:13,Trade,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,216.77850000,USDC,...,...,Coinbase Pro - USDC,,,,1.07850000,USDC,...,
10/15/2021 12:24:35,Trade,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,216.57750000,USDC,...,...,Coinbase Pro - USDC,,,,1.07750000,USDC,...,
10/15/2021 12:34:31,Trade,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,216.07500000,USDC,...,...,Coinbase Pro - USDC,,,,1.07500000,USDC,...,
10/15/2021 12:34:48,Trade,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,189.69375000,USDC,...,...,Coinbase Pro - USDC,,,,0.94375000,USDC,...,
10/16/2021 12:39:38,Trade,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,223.11000000,USDC,...,...,Coinbase Pro - USDC,,,,1.11000000,USDC,...,
10/16/2021 12:50:47,Buy,,0.00200000,BTC,...,...,Coinbase Pro - BTC,,,,122.61,USD,...,...,Coinbase Pro - USD,,,,0.61,USD,...,
10/17/2021 19:37:45,Trade,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,215.57250000,USDC,...,...,Coinbase Pro - USDC,,,,1.07250000,USDC,...,
10/17/2021 20:21:41,Buy,,0.00300000,BTC,...,...,Coinbase Pro - BTC,,,,177.88,USD,...,...,Coinbase Pro - USD,,,,0.89,USD,...,
10/19/2021 04:46:48,Trade,,0.00200000,BTC,...,...,Coinbase Pro - BTC,,,,125.62500000,USDC,...,...,Coinbase Pro - USDC,,,,0.62500000,USDC,...,
10/19/2021 05:06:05,Buy,,5.00000000,LINK,...,...,Coinbase Pro - LINK,,,,130.65,USD,...,...,Coinbase Pro - USD,,,,0.65,USD,...,
10/19/2021 06:14:31,Buy,,3.00000000,DOT,...,...,Coinbase Pro - DOT,,,,123.61,USD,...,...,Coinbase Pro - USD,,,,0.61,USD,...,
10/19/2021 06:35:03,Trade,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,190.95000000,USDC,...,...,Coinbase Pro - USDC,,,,0.95000000,USDC,...,
10/20/2021 01:49:06,Transfer,c2198b3ceea0e7df1483615f7411b40c20fd757a8350275463e9b34df6990d29,0.02671948,BTC,...,...,Coinbase - BTC Wallet,,,Transferred Bitcoin From Coinbase Pro,0.02671948,BTC,...,...,Coinbase Pro - BTC,36fYoRq78k7u1XPFhU8bgNkKhpubUesBvu,,,0.00000183,BTC,...,
10/20/2021 01:49:08,Send,,,,...,...,,,,,0.02671948,BTC,...,...,Coinbase - BTC Wallet,36fYoRq78k7u1XPFhU8bgNkKhpubUesBvu,,Sent Bitcoin To Bitcoin address,0.00000183,BTC,...,
10/20/2021 01:50:07,Transfer,63306691cfc378110d4893d5460f9fbb63644cc5b127bf637246dd3403f9a040,0.34936914,ETH,...,...,Coinbase - ETH Wallet,,,Transferred Ethereum From Coinbase Pro,0.34936914,ETH,...,...,Coinbase Pro - ETH,0xE41358C021479352336D2005eC0745790aE23633,,,0.00107100,ETH,...,
10/20/2021 01:50:08,Send,,,,...,...,,,,,0.34936914,ETH,...,...,Coinbase - ETH Wallet,0xE41358C021479352336D2005eC0745790aE23633,,Sent Ethereum To Ethereum address,0.00107100,ETH,...,
10/20/2021 01:53:02,Sell,,1500.00,USD,...,...,Coinbase Pro - USD,,,,1500.00000000,USDC,...,...,Coinbase Pro - USDC,,,,,,...,
10/25/2021 05:51:22,Buy,,23.15000000,LINK,...,...,Coinbase Pro - LINK,,,,709.61,USD,...,...,Coinbase Pro - USD,,,,3.53,USD,...,
10/25/2021 05:51:22,Buy,,3.51000000,LINK,...,...,Coinbase Pro - LINK,,,,107.59,USD,...,...,Coinbase Pro - USD,,,,0.54,USD,...,
10/25/2021 05:51:22,Buy,,23.32000000,LINK,...,...,Coinbase Pro - LINK,,,,714.82,USD,...,...,Coinbase Pro - USD,,,,3.56,USD,...,
10/26/2021 02:36:37,Sell,,2370.63,USD,...,...,Coinbase Pro - USD,,,,2370.63000000,USDC,...,...,Coinbase Pro - USDC,,,,,,...,
10/26/2021 12:33:45,Buy,,250.00000000,ADA,...,...,Coinbase Pro - ADA,,,,542.70,USD,...,...,Coinbase Pro - USD,,,,2.70,USD,...,
10/26/2021 23:44:54,Receive,,20000.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From US Bank - Savings ********5401,,,...,...,,,,,,,...,
10/26/2021 23:44:56,Transfer,,20000.00,USD,...,...,Coinbase Pro - USD,,,,20000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
10/26/2021 23:45:37,Buy,,10000.00000000,USDC,...,...,Coinbase Pro - USDC,,,,10000.00,USD,...,...,Coinbase Pro - USD,,,,,,...,
10/26/2021 23:57:06,Send,,,,...,...,,,,,10000.00,USD,...,...,Coinbase Pro - USD,,,,,,...,
10/27/2021 13:15:33,Buy,,100.00000000,ADA,...,...,Coinbase Pro - ADA,,,,201.00,USD,...,...,Coinbase Pro - USD,,,,1.00,USD,...,
10/27/2021 13:27:16,Buy,,0.10000000,ETH,...,...,Coinbase Pro - ETH,,,,402.00,USD,...,...,Coinbase Pro - USD,,,,2.00,USD,...,
10/27/2021 13:27:38,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,592.95,USD,...,...,Coinbase Pro - USD,,,,2.95,USD,...,
10/28/2021 03:29:14,Buy,,0.00800000,BTC,...,...,Coinbase Pro - BTC,,,,472.75,USD,...,...,Coinbase Pro - USD,,,,2.35,USD,...,
10/28/2021 13:29:12,Buy,,214.55000000,USDT,...,...,Coinbase Pro - USDT,,,,214.68,USD,...,...,Coinbase Pro - USD,,,,0.02,USD,...,
10/28/2021 13:31:28,Trade,,0.00019119,BTC,...,...,Coinbase Pro - BTC,,,,11.83796787,USDT,...,...,Coinbase Pro - USDT,,,,0.05889536,USDT,...,
10/28/2021 13:31:28,Trade,,0.00034208,BTC,...,...,Coinbase Pro - BTC,,,,21.17664292,USDT,...,...,Coinbase Pro - USDT,,,,0.10535643,USDT,...,
10/28/2021 13:31:28,Trade,,0.00013567,BTC,...,...,Coinbase Pro - BTC,,,,8.39988872,USDT,...,...,Coinbase Pro - USDT,,,,0.04179049,USDT,...,
10/28/2021 13:31:28,Trade,,0.00033421,BTC,...,...,Coinbase Pro - BTC,,,,20.69007787,USDT,...,...,Coinbase Pro - USDT,,,,0.10293571,USDT,...,
10/28/2021 13:31:28,Trade,,0.00246207,BTC,...,...,Coinbase Pro - BTC,,,,152.44536092,USDT,...,...,Coinbase Pro - USDT,,,,0.75843463,USDT,...,
10/28/2021 13:33:13,Transfer,2a2f7e9636687ae8cbd3517d5fd5a3a5f680a7cd7471798be55d3093f63a5ddc,0.00500102,BTC,...,...,Coinbase - BTC Wallet,,,Transferred Bitcoin From Coinbase Pro,0.00500102,BTC,...,...,Coinbase Pro - BTC,bc1qv3dk7eerwvc2727kt5ps4yqpxa2kl9ladmrk9y,,,0.00000102,BTC,...,
10/28/2021 13:33:15,Send,,,,...,...,,,,,0.00500102,BTC,...,...,Coinbase - BTC Wallet,bc1qv3dk7eerwvc2727kt5ps4yqpxa2kl9ladmrk9y,,Sent Bitcoin To Bitcoin address,0.00000102,BTC,...,
10/30/2021 17:21:50,Receive,,1000.00000000,ADA,...,...,Coinbase Pro - ADA,,,,,,...,...,,,,,,,...,
10/30/2021 17:30:13,Transfer,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,0.01000000,BTC,...,...,Coinbase - BTC Wallet,,,,,BTC,...,
10/30/2021 17:30:13,Receive,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,,,...,...,,,,,,,...,Disabled
10/30/2021 17:31:43,Transfer,778ee54cff5a1b79c6c60f4f1b552fd16d87c5a6d51ef89eba5ef5a68112f3f7,0.01000144,BTC,...,...,Coinbase - BTC Wallet,,,Transferred Bitcoin From Coinbase Pro,0.01000144,BTC,...,...,Coinbase Pro - BTC,34GNzJL3ynSxrhiaGGKxxjoXCxvbihdjrt,,,0.00000144,BTC,...,
10/30/2021 17:31:46,Send,,,,...,...,,,,,0.01000144,BTC,...,...,Coinbase - BTC Wallet,34GNzJL3ynSxrhiaGGKxxjoXCxvbihdjrt,,Sent Bitcoin To Bitcoin address,0.00000144,BTC,...,Disabled
10/30/2021 18:12:41,Transfer,fb9bdabf75d56c9a64b4052ae6db52aab6a56aaedf5bce1cd38c7b32992505ed,10000.00773400,USDC,...,...,Coinbase - USDC Wallet,,,Transferred USD Coin From Coinbase Pro,10000.00773400,USDC,...,...,Coinbase Pro - USDC,0xE41358C021479352336D2005eC0745790aE23633,,,18.72152900,USDC,...,
10/30/2021 18:12:43,Send,,,,...,...,,,,,10000.00773400,USDC,...,...,Coinbase - USDC Wallet,0xE41358C021479352336D2005eC0745790aE23633,,Sent USD Coin To USD Coin address,18.72152900,USDC,...,
11/02/2021 17:03:41,Receive,,6116.16,USD,...,...,Coinbase Pro - USD,,,,,,...,...,,,,,,,...,
11/02/2021 17:03:55,Receive,,10.00000000,LINK,...,...,Coinbase Pro - LINK,,,,,,...,...,,,,,,,...,
11/02/2021 17:04:11,Receive,,0.00500000,BTC,...,...,Coinbase Pro - BTC,,,,,,...,...,,,,,,,...,
11/02/2021 17:04:30,Receive,,5.00000000,DOT,...,...,Coinbase Pro - DOT,,,,,,...,...,,,,,,,...,
11/02/2021 17:34:55,Buy,,15.39955100,UNI,...,...,Coinbase Pro - UNI,,,,401.48,USD,...,...,Coinbase Pro - USD,,,,1.40,USD,...,
11/02/2021 17:35:19,Buy,,34.60044900,UNI,...,...,Coinbase Pro - UNI,,,,902.07,USD,...,...,Coinbase Pro - USD,,,,3.15,USD,...,
11/03/2021 23:05:56,Receive,,0.00197000,USDC,...,...,Coinbase - USDC Wallet,,,USD Coin reward From Coinbase,,,...,...,,,,,,,...,
11/10/2021 23:17:28,Buy,,10.00000000,LINK,...,...,Coinbase Pro - LINK,,,,341.19,USD,...,...,Coinbase Pro - USD,,,,1.19,USD,...,
11/10/2021 23:20:29,Buy,,3.94000000,DOT,...,...,Coinbase Pro - DOT,,,,183.85,USD,...,...,Coinbase Pro - USD,,,,0.64,USD,...,
11/10/2021 23:20:29,Buy,,3.06000000,DOT,...,...,Coinbase Pro - DOT,,,,142.79,USD,...,...,Coinbase Pro - USD,,,,0.50,USD,...,
11/12/2021 02:24:54,Sell,,97.47,USD,...,...,Coinbase - USD Wallet,,,Sold Bitcoin Using USD Wallet,0.00154547,BTC,...,...,Coinbase - BTC Wallet,,,Sold Bitcoin Using USD Wallet,2.99,USD,...,
11/16/2021 03:27:19,Buy,,0.01700000,BTC,...,...,Coinbase Pro - BTC,,,,1044.89,USD,...,...,Coinbase Pro - USD,,,,3.64,USD,...,
11/16/2021 03:32:16,Send,d64bd1c6108a9293d1011a03b23409e1c399a8b5a4cf57ead21ba022b376bcc4,,,...,...,,,,,0.00899365,BTC,...,...,Coinbase Pro - BTC,34GNzJL3ynSxrhiaGGKxxjoXCxvbihdjrt,,,0.00000165,BTC,...,
11/16/2021 13:44:12,Send,651a6018e46ca02e0cac9e45547238377e62d687025c00b2ae1a4e141bda41f1,,,...,...,,,,,0.01046911,BTC,...,...,Coinbase Pro - BTC,34GNzJL3ynSxrhiaGGKxxjoXCxvbihdjrt,,,0.00000139,BTC,...,
11/16/2021 14:09:36,Sell,,1769.00,USD,...,...,Coinbase Pro - USD,,,,0.02900000,BTC,...,...,Coinbase Pro - BTC,,,,6.19,USD,...,
11/18/2021 15:57:07,Sell,,199.01,USD,...,...,Coinbase Pro - USD,,,,0.04905580,ETH,...,...,Coinbase Pro - ETH,,,,0.70,USD,...,
11/18/2021 15:57:07,Sell,,5.25,USD,...,...,Coinbase Pro - USD,,,,0.00129371,ETH,...,...,Coinbase Pro - ETH,,,,0.02,USD,...,
11/18/2021 15:57:07,Sell,,607.08,USD,...,...,Coinbase Pro - USD,,,,0.14965049,ETH,...,...,Coinbase Pro - ETH,,,,2.12,USD,...,
11/19/2021 15:30:16,Buy,,37.00000000,LRC,...,...,Coinbase Pro - LRC,,,,100.25,USD,...,...,Coinbase Pro - USD,,,,0.35,USD,...,
11/23/2021 15:56:05,Buy,,10.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,1304.55,USD,...,...,Coinbase Pro - USD,,,,4.55,USD,...,
11/23/2021 15:57:01,Send,0x5e9c968674b301b634279e9ab6d8b1058205e0078fa9dd33a0cb2f0da2592fef,,,...,...,,,,,9.99960000,AVAX,...,...,Coinbase Pro - AVAX,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.01260000,AVAX,...,
