"Date","Type","Transaction ID","Received Quantity","Received Currency","Received Currency Balance","Received Cost Basis (USD)","Received Wallet","Received Address","Received Tag","Received Comment","Sent Quantity","Sent Currency","Sent Currency Balance","Sent Cost Basis (USD)","Sent Wallet","Sent Address","Sent Tag","Sent Comment","Fee Amount","Fee Currency","Realized Return (USD)","Disabled"
11/24/2021 14:43:53,Buy,,191.97000000,ADA,...,...,Coinbase Pro - ADA,,,,308.23,USD,...,...,Coinbase Pro - USD,,,,1.08,USD,...,
11/24/2021 14:43:53,Buy,,8.03000000,ADA,...,...,Coinbase Pro - ADA,,,,12.89,USD,...,...,Coinbase Pro - USD,,,,0.04,USD,...,
11/26/2021 05:06:00,Buy,,200.00000000,CRO,...,...,Coinbase Pro - CRO,,,,151.03,USD,...,...,Coinbase Pro - USD,,,,0.53,USD,...,
11/26/2021 08:37:57,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,551.92,USD,...,...,Coinbase Pro - USD,,,,1.93,USD,...,
11/26/2021 15:49:37,Buy,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,203.96,USD,...,...,Coinbase Pro - USD,,,,0.71,USD,...,
11/26/2021 16:01:49,Buy,,6.00000000,DOT,...,...,Coinbase Pro - DOT,,,,213.75,USD,...,...,Coinbase Pro - USD,,,,0.75,USD,...,
11/26/2021 16:02:46,Buy,,125.00000000,ADA,...,...,Coinbase Pro - ADA,,,,194.43,USD,...,...,Coinbase Pro - USD,,,,0.68,USD,...,
11/28/2021 02:32:02,Buy,,10.00000000,LINK,...,...,Coinbase Pro - LINK,,,,235.82,USD,...,...,Coinbase Pro - USD,,,,0.82,USD,...,
11/30/2021 15:55:25,Buy,,200.00000000,CRO,...,...,Coinbase Pro - CRO,,,,140.49,USD,...,...,Coinbase Pro - USD,,,,0.49,USD,...,
12/01/2021 21:24:53,Buy,,5.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,592.07,USD,...,...,Coinbase Pro - USD,,,,2.06,USD,...,
12/02/2021 15:33:38,Send,0x61b3d84edd6be49322436a24098358b86fc0d7771986f322b7944e7bb67a8dd6,,,...,...,,,,,4.99960000,AVAX,...,...,Coinbase Pro - AVAX,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.01260000,AVAX,...,
12/02/2021 16:21:28,Send,945ca9efe7f1405e31dd7eea085a717cb43a804430e3580eaad616ad30075117,,,...,...,,,,,398.90395329,CRO,...,...,Coinbase Pro - CRO,0xbd7cDC67a73a52b41A5D9e8928e6aD7725EfF167,,,18.90395329,CRO,...,
12/03/2021 20:18:52,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,531.86,USD,...,...,Coinbase Pro - USD,,,,1.85,USD,...,
12/04/2021 05:45:09,Receive,,10000.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From US Bank - Savings ********5401,,,...,...,,,,,,,...,
12/04/2021 05:45:11,Transfer,,10000.00,USD,...,...,Coinbase Pro - USD,,,,10000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
12/04/2021 06:18:21,Buy,,0.02998134,ETH,...,...,Coinbase Pro - ETH,,,,115.70,USD,...,...,Coinbase Pro - USD,,,,0.58,USD,...,
12/04/2021 06:18:21,Buy,,0.01505715,ETH,...,...,Coinbase Pro - ETH,,,,58.11,USD,...,...,Coinbase Pro - USD,,,,0.29,USD,...,
12/04/2021 06:18:21,Buy,,0.00496151,ETH,...,...,Coinbase Pro - ETH,,,,19.15,USD,...,...,Coinbase Pro - USD,,,,0.10,USD,...,
12/04/2021 06:31:39,Buy,,5.00000000,DOT,...,...,Coinbase Pro - DOT,,,,140.70,USD,...,...,Coinbase Pro - USD,,,,0.70,USD,...,
12/04/2021 06:35:55,Buy,,8.00000000,LINK,...,...,Coinbase Pro - LINK,,,,155.17,USD,...,...,Coinbase Pro - USD,,,,0.77,USD,...,
12/06/2021 07:00:57,Buy,,380.00000000,CRO,...,...,Coinbase Pro - CRO,,,,210.04,USD,...,...,Coinbase Pro - USD,,,,1.04,USD,...,
12/06/2021 07:25:09,Buy,,5.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,402.00,USD,...,...,Coinbase Pro - USD,,,,2.00,USD,...,
12/06/2021 14:41:45,Send,bb2b5133e793e37a4bae16571b897c32993e9438b3b6ab6cf513f5f444435bfb,,,...,...,,,,,380.06971721,CRO,...,...,Coinbase Pro - CRO,0xbd7cDC67a73a52b41A5D9e8928e6aD7725EfF167,,,14.06971721,CRO,...,
12/10/2021 14:45:41,Buy,,15.00000000,UNI,...,...,Coinbase Pro - UNI,,,,243.46,USD,...,...,Coinbase Pro - USD,,,,1.21,USD,...,
12/10/2021 21:49:23,Buy,,150.00000000,ADA,...,...,Coinbase Pro - ADA,,,,188.44,USD,...,...,Coinbase Pro - USD,,,,0.94,USD,...,
12/12/2021 05:26:37,Buy,,1000.00000000,USDC,...,...,Coinbase Pro - USDC,,,,1000.00,USD,...,...,Coinbase Pro - USD,,,,,,...,
12/12/2021 05:48:59,Trade,,998.40000000,USDT,...,...,Coinbase Pro - USDT,,,,998.99908992,USDC,...,...,Coinbase Pro - USDC,,,,0.09988992,USDC,...,
12/12/2021 05:50:25,Send,d2770210164979621dc52d702c477a432251b029ec35c3fd5a8ade99bc212eaf,,,...,...,,,,,998.33735800,USDT,...,...,Coinbase Pro - USDT,0x7a746fe69521d026280bf7a4ea1639cc27c891bb,,,4.83735800,USDT,...,
12/13/2021 19:33:04,Buy,,0.05000000,ETH,...,...,Coinbase Pro - ETH,,,,185.93,USD,...,...,Coinbase Pro - USD,,,,0.93,USD,...,
12/15/2021 15:08:10,Buy,,20.00000000,DOT,...,...,Coinbase Pro - DOT,,,,502.50,USD,...,...,Coinbase Pro - USD,,,,2.50,USD,...,
12/20/2021 00:09:30,Buy,,200.00000000,LRC,...,...,Coinbase Pro - LRC,,,,409.04,USD,...,...,Coinbase Pro - USD,,,,2.04,USD,...,
12/20/2021 00:17:39,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,464.81,USD,...,...,Coinbase Pro - USD,,,,2.31,USD,...,
12/20/2021 05:43:39,Buy,,15.00000000,UNI,...,...,Coinbase Pro - UNI,,,,218.59,USD,...,...,Coinbase Pro - USD,,,,1.09,USD,...,
12/26/2021 00:58:49,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,506.52,USD,...,...,Coinbase Pro - USD,,,,2.52,USD,...,
12/27/2021 14:39:02,Send,8024060ac4855f49889a97f7c6deae2ba0a776deedd699e6c03c0041fa804a68,,,...,...,,,,,0.02000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00417776,ETH,...,
12/28/2021 05:28:25,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,492.45,USD,...,...,Coinbase Pro - USD,,,,2.45,USD,...,
12/28/2021 10:30:43,Buy,,100.00000000,LRC,...,...,Coinbase Pro - LRC,,,,213.06,USD,...,...,Coinbase Pro - USD,,,,1.06,USD,...,
12/28/2021 17:14:09,Buy,,2.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,221.10,USD,...,...,Coinbase Pro - USD,,,,1.10,USD,...,
12/31/2021 12:34:52,Buy,,0.00195772,BTC,...,...,Coinbase - BTC Wallet,,,Bought Bitcoin Using USD Wallet,97.47,USD,...,...,Coinbase - USD Wallet,,,Bought Bitcoin Using USD Wallet,2.99,USD,...,
01/03/2022 11:51:05,Send,0xaeaa4ea26fb3ef5554696a295d2c9eab56e67323ba19e1d99c3ff4d751467d8b,,,...,...,,,,,5.01260000,AVAX,...,...,Coinbase Pro - AVAX,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.01260000,AVAX,...,
01/05/2022 19:45:13,Buy,,5.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,502.50,USD,...,...,Coinbase Pro - USD,,,,2.50,USD,...,
01/06/2022 02:29:26,Buy,,0.20000000,ETH,...,...,Coinbase Pro - ETH,,,,703.50,USD,...,...,Coinbase Pro - USD,,,,3.50,USD,...,
01/06/2022 03:48:09,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,432.15,USD,...,...,Coinbase Pro - USD,,,,2.15,USD,...,
01/06/2022 09:55:41,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,427.12,USD,...,...,Coinbase Pro - USD,,,,2.12,USD,...,
01/07/2022 02:46:37,Buy,,8000.00000000,XLM,...,...,Coinbase Pro - XLM,,,,2130.60,USD,...,...,Coinbase Pro - USD,,,,10.60,USD,...,
01/07/2022 02:51:35,Send,5354ea9a11188342301a6e30038f9bf7adf5e052e05fac4db1109d264bb473ec,,,...,...,,,,,8000.83200000,XLM,...,...,Coinbase Pro - XLM,GAJ4BSGJE6UQHZAZ5U5IUOABPDCYPKPS3RFS2NVNGFGFXGVQDLBQJW2P,,,0.00000000,XLM,...,
01/07/2022 06:32:29,Send,0x6b1c889018ba5ddd6eaaa235bf29f2d8761fe9311fb26747dcbdbb3c8eab32b9,,,...,...,,,,,6.98760000,AVAX,...,...,Coinbase Pro - AVAX,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.01260000,AVAX,...,
01/08/2022 00:00:16,Send,2a4867ab093d49a28a1611ddbe5fde2e76f1224bb5503e7a35911f7f8184e2e2,,,...,...,,,,,0.02527768,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00387662,ETH,...,
01/10/2022 16:24:32,Receive,,20000.00,USD,...,...,Coinbase - USD Wallet,,,Deposited funds From US Bank - Savings ********5401,,,...,...,,,,,,,...,
01/10/2022 16:24:34,Transfer,,20000.00,USD,...,...,Coinbase Pro - USD,,,,20000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds To Coinbase Pro,,,...,
01/10/2022 17:27:04,Buy,,0.30000000,ETH,...,...,Coinbase Pro - ETH,,,,904.50,USD,...,...,Coinbase Pro - USD,,,,4.50,USD,...,
01/16/2022 18:42:23,Buy,,0.05000000,BTC,...,...,Coinbase Pro - BTC,,,,2160.75,USD,...,...,Coinbase Pro - USD,,,,10.75,USD,...,
01/18/2022 08:12:05,Buy,,20.00000000,DOT,...,...,Coinbase Pro - DOT,,,,502.50,USD,...,...,Coinbase Pro - USD,,,,2.50,USD,...,
01/18/2022 16:14:34,Buy,,20.00000000,UNI,...,...,Coinbase Pro - UNI,,,,321.60,USD,...,...,Coinbase Pro - USD,,,,1.60,USD,...,
01/20/2022 23:54:49,Buy,,0.30000000,ETH,...,...,Coinbase Pro - ETH,,,,903.15,USD,...,...,Coinbase Pro - USD,,,,3.15,USD,...,
01/21/2022 00:03:42,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,407.02,USD,...,...,Coinbase Pro - USD,,,,2.02,USD,...,
01/21/2022 01:41:15,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,402.00,USD,...,...,Coinbase Pro - USD,,,,2.00,USD,...,
01/21/2022 01:58:56,Buy,,0.50000000,ETH,...,...,Coinbase Pro - ETH,,,,1457.25,USD,...,...,Coinbase Pro - USD,,,,7.25,USD,...,
01/21/2022 11:06:46,Buy,,1.17000000,ATOM,...,...,Coinbase Pro - ATOM,,,,43.44,USD,...,...,Coinbase Pro - USD,,,,0.15,USD,...,
01/21/2022 11:06:46,Buy,,13.83000000,ATOM,...,...,Coinbase Pro - ATOM,,,,513.50,USD,...,...,Coinbase Pro - USD,,,,1.79,USD,...,
01/21/2022 12:33:49,Buy,,0.50000000,ETH,...,...,Coinbase Pro - ETH,,,,1404.90,USD,...,...,Coinbase Pro - USD,,,,4.90,USD,...,
01/21/2022 12:37:28,Buy,,0.05000000,BTC,...,...,Coinbase Pro - BTC,,,,1909.50,USD,...,...,Coinbase Pro - USD,,,,9.50,USD,...,
01/21/2022 20:28:53,Buy,,15.00000000,ATOM,...,...,Coinbase Pro - ATOM,,,,526.84,USD,...,...,Coinbase Pro - USD,,,,1.84,USD,...,
01/21/2022 21:33:20,Buy,,2.14400000,AVAX,...,...,Coinbase Pro - AVAX,,,,150.83,USD,...,...,Coinbase Pro - USD,,,,0.75,USD,...,
01/21/2022 21:33:28,Buy,,2.85600000,AVAX,...,...,Coinbase Pro - AVAX,,,,200.92,USD,...,...,Coinbase Pro - USD,,,,1.00,USD,...,
01/21/2022 21:47:25,Buy,,20.00000000,DOT,...,...,Coinbase Pro - DOT,,,,402.00,USD,...,...,Coinbase Pro - USD,,,,2.00,USD,...,
01/22/2022 03:08:36,Send,db8f26a9b8c81400f78fe9e0899d789ff5d741db48342ed31d0d7d708d5a0db2,,,...,...,,,,,0.10000202,BTC,...,...,Coinbase Pro - BTC,36fYoRq78k7u1XPFhU8bgNkKhpubUesBvu,,,0.00000202,BTC,...,
01/22/2022 03:09:28,Send,0509ef05106cc6dfa95c5a2a5539ccc1d780d651016df83dc31db976674fcb73,,,...,...,,,,,1.00205800,ETH,...,...,Coinbase Pro - ETH,0xE41358C021479352336D2005eC0745790aE23633,,,0.00205800,ETH,...,
01/22/2022 05:37:36,Buy,,5.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,326.14,USD,...,...,Coinbase Pro - USD,,,,1.14,USD,...,
01/22/2022 07:29:12,Buy,,5.00000000,AVAX,...,...,Coinbase Pro - AVAX,,,,301.05,USD,...,...,Coinbase Pro - USD,,,,1.05,USD,...,
01/23/2022 16:19:30,Trade,,0.00627000,BTC,...,...,Coinbase Pro - BTC,,,,200.00000000,ADA,...,...,Coinbase Pro - ADA,,,,0.00002195,BTC,...,
01/23/2022 16:21:44,Trade,,0.09080000,ETH,...,...,Coinbase Pro - ETH,,,,200.00000000,ADA,...,...,Coinbase Pro - ADA,,,,0.00031780,ETH,...,
01/24/2022 10:51:04,Buy,,30.00000000,LINK,...,...,Coinbase Pro - LINK,,,,422.10,USD,...,...,Coinbase Pro - USD,,,,2.10,USD,...,
01/24/2022 19:59:40,Trade,,0.01400000,WBTC,...,...,Coinbase Pro - WBTC,,,,0.01400840,BTC,...,...,Coinbase Pro - BTC,,,,,,...,
01/24/2022 20:02:06,Receive,0xd009590f93dad98ffc0d67bebf6f04d8c9a0bc373ad2358df1522cd210459f16,0.00140000,WBTC,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,
01/24/2022 20:02:46,Send,d009590f93dad98ffc0d67bebf6f04d8c9a0bc373ad2358df1522cd210459f16,,,...,...,,,,,0.00161047,WBTC,...,...,Coinbase Pro - WBTC,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.00021047,WBTC,...,
01/24/2022 20:05:36,Transfer,de9901e5540e6b71227447ad58ea420e627a41fdd2942ae470e252050ecf1e1a,0.10000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.10319200,ETH,...,...,Coinbase Pro - ETH,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.00319200,ETH,...,
01/24/2022 20:06:54,Send,0x7b4f1fd9c04470d4ffeb3195bf41ac53ab36d373eb55fb51a604f3f27d47922c,,,...,...,,,,,0.00140000,WBTC,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00529458,ETH,...,
01/24/2022 20:15:55,Receive,0xc914995883bb76920786da0c9d4cf0748c425a394dcfa992c0242f5475d8cb7b,235.00000000,FTM,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,
01/24/2022 20:24:07,Send,1ffb2a7b4bcf4b192f674b125d7a18ca1e08d26d32486b6ff521431393b8b749,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00750644,ETH,...,
01/24/2022 20:24:30,Trade,0x8d3faf516a9d20db87aaa359eedb2a1183b91245e1b2ff8bc3d75d74221a135e,235.00000000,anyFTM,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,
01/24/2022 20:24:30,Trade,0x8d3faf516a9d20db87aaa359eedb2a1183b91245e1b2ff8bc3d75d74221a135e,,,...,...,,,,,235.00000000,FTM,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,
01/24/2022 20:24:30,Trade,0x8d3faf516a9d20db87aaa359eedb2a1183b91245e1b2ff8bc3d75d74221a135e,,,...,...,,,,,235.00000000,anyFTM,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,
01/24/2022 20:24:30,Trade,0x8d3faf516a9d20db87aaa359eedb2a1183b91245e1b2ff8bc3d75d74221a135e,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.01064607,ETH,...,
01/24/2022 20:35:36,Transfer,0x91cf91060c61e6ee1504aa0033bfdfaeaef68962e75f4f84b8b1a09b154f79ab,0.01218629,WBTC,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.01238952,WBTC,...,...,Coinbase Pro - WBTC,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.00020323,WBTC,...,
01/24/2022 20:36:10,Send,0x5629e169ba91beade4ed8b8c988ae2fab8134b620acab338214f04315823dd05,,,...,...,,,,,0.01218629,WBTC,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00448926,ETH,...,
01/28/2022 13:20:17,Buy,,5305.00000000,XLM,...,...,Coinbase Pro - XLM,,,,1024.79,USD,...,...,Coinbase Pro - USD,,,,3.57,USD,...,
01/28/2022 13:20:17,Buy,,9695.00000000,XLM,...,...,Coinbase Pro - XLM,,,,1872.82,USD,...,...,Coinbase Pro - USD,,,,6.53,USD,...,
01/28/2022 13:21:02,Send,34689094bf0c9de62d5dd33bcb8fe57885cc1cb73edf595845e21d37ac95e5ee,,,...,...,,,,,15000.00000000,XLM,...,...,Coinbase Pro - XLM,GAJ4BSGJE6UQHZAZ5U5IUOABPDCYPKPS3RFS2NVNGFGFXGVQDLBQJW2P,,,0.00000000,XLM,...,
01/31/2022 14:31:46,Buy,,250.00000000,LRC,...,...,Coinbase Pro - LRC,,,,240.84,USD,...,...,Coinbase Pro - USD,,,,0.84,USD,...,
02/05/2022 16:29:02,Buy,,200.00000000,LRC,...,...,Coinbase Pro - LRC,,,,198.69,USD,...,...,Coinbase Pro - USD,,,,0.69,USD,...,
02/05/2022 16:45:08,Buy,,0.01000000,BTC,...,...,Coinbase Pro - BTC,,,,416.45,USD,...,...,Coinbase Pro - USD,,,,1.45,USD,...,
02/05/2022 16:59:31,Buy,,0.30000000,ETH,...,...,Coinbase Pro - ETH,,,,903.15,USD,...,...,Coinbase Pro - USD,,,,3.15,USD,...,
02/06/2022 14:51:31,Buy,,2.50000000,AVAX,...,...,Coinbase Pro - AVAX,,,,188.16,USD,...,...,Coinbase Pro - USD,,,,0.66,USD,...,
02/10/2022 13:30:43,Buy,,15.00000000,ATOM,...,...,Coinbase Pro - ATOM,,,,451.57,USD,...,...,Coinbase Pro - USD,,,,1.57,USD,...,
02/10/2022 15:26:01,Transfer,,1000.00,USD,...,...,Coinbase - USD Wallet,,,Transferred funds From Coinbase Pro,1000.00,USD,...,...,Coinbase Pro - USD,,,,,,...,
02/10/2022 16:54:59,Transfer,0x221644eddb717fa4de58d7ad66a23abf876813c722715e140490e49a5b8842bd,99.40885200,UNI,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,99.99999996,UNI,...,...,Coinbase Pro - UNI,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.59114796,UNI,...,
02/11/2022 02:15:02,Trade,0x678a9c55bb69e2d5c65cda390e2351631342f51550d391e31a00ed7e2854a679,1.43774405,BTRFLY,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,
02/11/2022 02:15:02,Trade,0x678a9c55bb69e2d5c65cda390e2351631342f51550d391e31a00ed7e2854a679,,,...,...,,,,,99.40885200,UNI,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,
02/11/2022 02:15:02,Trade,0x678a9c55bb69e2d5c65cda390e2351631342f51550d391e31a00ed7e2854a679,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.02529987,ETH,...,
02/11/2022 18:54:08,Buy,,43.84664100,LRC,...,...,Coinbase - LRC Wallet,,,,44.99,USD,...,...,Coinbase - USD Wallet,,,,0.18,USD,...,
02/11/2022 19:21:31,Sell,,106.00,USD,...,...,Coinbase - USD Wallet,,,,100.00000000,LRC,...,...,Coinbase - LRC Wallet,,,,0.37,USD,...,
02/11/2022 21:25:25,Buy,,102.00000000,LRC,...,...,Coinbase Pro - LRC,,,,100.82,USD,...,...,Coinbase Pro - USD,,,,0.35,USD,...,
02/11/2022 23:43:47,Buy,,106.46000000,LRC,...,...,Coinbase - LRC Wallet,,,,99.59,USD,...,...,Coinbase - USD Wallet,,,,0.35,USD,...,
02/12/2022 02:28:22,Sell,,104.33,USD,...,...,Coinbase - USD Wallet,,,,106.46712900,LRC,...,...,Coinbase - LRC Wallet,,,,0.37,USD,...,
02/14/2022 00:03:15,Send,6CF10A048A0675FDD17D350C510B668E9F5832B0FAC52E1973E7CD7E34CAC350,,,...,...,,,,,1.00250000,ATOM,...,...,Coinbase Pro - ATOM,cosmos1k9hqgkzuqqgturdahg9f3qsscj85nxwt8xn4kr,,,0.00250000,ATOM,...,
02/14/2022 00:04:29,Send,8FBF3ABB25D06D9017194368C5B8532AD23E3BC8E206F29869F3E565CCF1A1B3,,,...,...,,,,,43.99750000,ATOM,...,...,Coinbase Pro - ATOM,cosmos1k9hqgkzuqqgturdahg9f3qsscj85nxwt8xn4kr,,,0.00250000,ATOM,...,
02/14/2022 17:45:36,Send,71a89322acccc3e11153e37574c44b06511b662d81faf89adf6d2d27da15def2,,,...,...,,,,,0.01000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00176857,ETH,...,
02/16/2022 05:28:07,Send,8ed89f7b362fd76e012ac52a7869386e433638f0d7a66e4d282b3175c47fe409,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.00312684,ETH,...,
02/16/2022 05:30:16,Trade,0xb7870736590f61ee99d719eb11502b70ce25f5770d7271f87d7f26d84cb6ef55,1.43774405,xBTRFLY,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,...,,,,,,,...,
02/16/2022 05:30:16,Trade,0xb7870736590f61ee99d719eb11502b70ce25f5770d7271f87d7f26d84cb6ef55,,,...,...,,,,,1.43774405,BTRFLY,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,,,...,
02/16/2022 05:30:16,Trade,0xb7870736590f61ee99d719eb11502b70ce25f5770d7271f87d7f26d84cb6ef55,,,...,...,,,,,0.00000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.01006138,ETH,...,
02/16/2022 15:31:01,Buy,,41.24717000,LRC,...,...,Coinbase - LRC Wallet,,,,39.18,USD,...,...,Coinbase - USD Wallet,,,,0.14,USD,...,
02/16/2022 19:22:39,Sell,,103.42,USD,...,...,Coinbase - USD Wallet,,,,105.53406200,LRC,...,...,Coinbase - LRC Wallet,,,,0.36,USD,...,
02/17/2022 04:38:59,Buy,,105.28541200,LRC,...,...,Coinbase - LRC Wallet,,,,99.59,USD,...,...,Coinbase - USD Wallet,,,,0.35,USD,...,
02/17/2022 13:57:11,Buy,,107.29290100,LRC,...,...,Coinbase - LRC Wallet,,,,99.48,USD,...,...,Coinbase - USD Wallet,,,,0.40,USD,...,
02/20/2022 21:48:40,Buy,,0.06193703,ETH,...,...,Coinbase Pro - ETH,,,,161.10,USD,...,...,Coinbase Pro - USD,,,,0.56,USD,...,
02/20/2022 21:48:41,Buy,,0.02000000,ETH,...,...,Coinbase Pro - ETH,,,,52.02,USD,...,...,Coinbase Pro - USD,,,,0.18,USD,...,
02/20/2022 21:48:42,Buy,,0.00785894,ETH,...,...,Coinbase Pro - ETH,,,,20.44,USD,...,...,Coinbase Pro - USD,,,,0.07,USD,...,
02/20/2022 21:48:42,Buy,,0.01020000,ETH,...,...,Coinbase Pro - ETH,,,,26.53,USD,...,...,Coinbase Pro - USD,,,,0.09,USD,...,
02/20/2022 21:48:43,Buy,,0.00000403,ETH,...,...,Coinbase Pro - ETH,,,,0.01,USD,...,...,Coinbase Pro - USD,,,,0.00,USD,...,
02/24/2022 03:47:07,Trade,,0.33500000,ETH,...,...,Coinbase Pro - ETH,,,,1000.00000000,ADA,...,...,Coinbase Pro - ADA,,,,0.00167500,ETH,...,
02/24/2022 04:10:53,Send,85295a30d123de6c1bab5f5480f02930f25136555fbcbfa2d4464222278bf325,,,...,...,,,,,0.00500103,BTC,...,...,Coinbase Pro - BTC,bc1qh530ragzc0tmvnhp87fgjzgfltmjd473akm6fc,,,0.00000103,BTC,...,
02/24/2022 04:15:37,Send,e448b8b479778256d22049c2445697212a5de0c9590048dcd30f398540ea4908,,,...,...,,,,,0.08723660,BTC,...,...,Coinbase Pro - BTC,bc1qaspw4na7v9y8wkmjmyw6904307lv073738m7ff,,,0.00000103,BTC,...,
02/24/2022 04:22:35,Transfer,3ac196b6cf48de2f1e8be59fb61b6725dba56317bd6c1f1c75d3ebc705e15bcb,1.00000000,ETH,...,...,ETH Wallet ...C8859C - ETH,0xb53eFe6ded3a59c2cb6A2AF1B1AD0ffF7bC8859C,,,1.00363300,ETH,...,...,Coinbase Pro - ETH,0xb53eFe6ded3a59c2cb6A2AF1B1AD0ffF7bC8859C,,,0.00363300,ETH,...,
02/24/2022 04:26:08,Transfer,005b3c26ae0236d64e9096b8ccb1ffbc2ee917bd8bae4f6ea26df7b0a00df657,0.50000000,ETH,...,...,ETH Wallet ...50a3d5 - ETH,0xedc5dfee8d76c45bf367194a4c7bb808d350a3d5,,,0.50363300,ETH,...,...,Coinbase Pro - ETH,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.00363300,ETH,...,
02/25/2022 16:10:44,Send,0x96690c2a27e92b60c6ea7ff1780c41ad104f279bcead72a80632e12df430e02d,,,...,...,,,,,17.50060000,AVAX,...,...,Coinbase Pro - AVAX,0xEdC5DfEE8d76c45BF367194A4c7Bb808d350a3d5,,,0.01260000,AVAX,...,
03/03/2022 15:49:47,Buy,,5.00000000,ATOM,...,...,Coinbase Pro - ATOM,,,,159.90,USD,...,...,Coinbase Pro - USD,,,,0.95,USD,...,
